id,score,ranked_changes,best_recommendation,best_feature,best_gain,best_direction,supported_features,feedback_sentence,message
overall_rating-00113,4.429408073425293,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.2990536159939236, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8259885061940263, ""text_share"": 0.16739715109159373, ""text_to_graphic_ratio"": 0.2010528204546282}, ""predicted_score"": 5.4589643478393555, ""gain"": 1.0295562744140625}, {""feature"": ""word_count"", ""current_value"": 6.0, ""suggested_value"": 31.0, ""direction"": ""increase"", ""coupled_feature_updates"": {""word_count"": 31.0, ""char_count"": 108.0, ""text_block_count"": 26.0, ""text_area_frac"": 0.15049997965494794, ""background_area_frac"": 0.5504464043511283, ""text_share"": 0.3347765007589829, ""text_to_graphic_ratio"": 0.5032541711784749}, ""predicted_score"": 4.878206729888916, ""gain"": 0.44879865646362305}, {""feature"": ""text_area_frac"", ""current_value"": 0.0291290283203125, ""suggested_value"": 0.18165415138406416, ""direction"": ""increase"", ""coupled_feature_updates"": {""text_area_frac"": 0.18165415138406416, ""background_area_frac"": 0.5192922326220122, ""text_share"": 0.37788894565796927, ""text_to_graphic_ratio"": 0.6074300448778226}, ""predicted_score"": 4.769124984741211, ""gain"": 0.33971691131591797}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.2990536159939236, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8259885061940263, ""text_share"": 0.16739715109159373, ""text_to_graphic_ratio"": 0.2010528204546282}, ""predicted_score"": 5.4589643478393555, ""gain"": 1.0295562744140625}",graphic_area_frac,1.0295562744140625,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00114,4.63386869430542,"[{""feature"": ""word_count"", ""current_value"": 16.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 5.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.003141824672284644, ""background_area_frac"": 0.38436329588014984, ""text_share"": 0.005103374524714829, ""text_to_graphic_ratio"": 0.0051295525525346195}, ""predicted_score"": 6.296688079833984, ""gain"": 1.6628193855285645}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.6124948794475655, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8048483397577845, ""text_share"": 0.25759040273683514, ""text_to_graphic_ratio"": 0.34696534593090134}, ""predicted_score"": 5.438826560974121, ""gain"": 0.8049578666687012}, {""feature"": ""text_area_frac"", ""current_value"": 0.0502691947565543, ""suggested_value"": 0.00529463026258678, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.38221049028984766, ""text_share"": 0.008570281915390335, ""text_to_graphic_ratio"": 0.00864436657390871}, ""predicted_score"": 5.292125701904297, ""gain"": 0.658257007598877}]","{""feature"": ""word_count"", ""current_value"": 16.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 5.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.003141824672284644, ""background_area_frac"": 0.38436329588014984, ""text_share"": 0.005103374524714829, ""text_to_graphic_ratio"": 0.0051295525525346195}, ""predicted_score"": 6.296688079833984, ""gain"": 1.6628193855285645}",word_count,1.6628193855285645,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing the amount of text as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00115,4.009066581726074,"[{""feature"": ""word_count"", ""current_value"": 13.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 5.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.007067155602178255, ""background_area_frac"": 0.5365468470483006, ""text_share"": 0.015248910396159903, ""text_to_graphic_ratio"": 0.01548504038954093}, ""predicted_score"": 5.518865585327148, ""gain"": 1.5097990036010742}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.0307992788461538, ""suggested_value"": 0.0123654277510124, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.03688557877362573, ""background_area_frac"": 0.506728423876853, ""text_share"": 0.07477742598413398, ""text_to_graphic_ratio"": 0.08082101332608825, ""mean_text_height_frac"": 0.0123654277510124, ""max_text_height_frac"": 0.030973888537292084, ""text_height_std_frac"": 0.008226547175946688}, ""predicted_score"": 5.306695938110352, ""gain"": 1.2976293563842773}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.4563859973495212, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.7632445116860215, ""text_share"": 0.3880502347910849, ""text_to_graphic_ratio"": 0.6341210616505547}, ""predicted_score"": 5.213099479675293, ""gain"": 1.2040328979492188}]","{""feature"": ""word_count"", ""current_value"": 13.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 5.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.007067155602178255, ""background_area_frac"": 0.5365468470483006, ""text_share"": 0.015248910396159903, ""text_to_graphic_ratio"": 0.01548504038954093}, ""predicted_score"": 5.518865585327148, ""gain"": 1.5097990036010742}",word_count,1.5097990036010742,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing the amount of text as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00116,4.081792831420898,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.0310366232153941, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.004926533029505918, ""background_area_frac"": 0.6902695796334364, ""text_share"": 0.015905873965093267, ""text_to_graphic_ratio"": 0.016162959969267282, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.010770472873900296, ""text_height_std_frac"": 0.0007462855442162214}, ""predicted_score"": 5.159382343292236, ""gain"": 1.077589511871338}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.3048038873370577, ""suggested_value"": 0.7910785671149975, ""direction"": ""increase"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.7910785671149975, ""background_area_frac"": 0.19358921977978838, ""text_share"": 0.019012906921987375, ""text_to_graphic_ratio"": 0.019381403747455197}, ""predicted_score"": 5.035927772521973, ""gain"": 0.9541349411010742}, {""feature"": ""text_area_frac"", ""current_value"": 0.0153322131052141, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.6940357665257895, ""text_share"": 0.0037924241143385976, ""text_to_graphic_ratio"": 0.003806861347111326}, ""predicted_score"": 4.935398101806641, ""gain"": 0.8536052703857422}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.0310366232153941, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.004926533029505918, ""background_area_frac"": 0.6902695796334364, ""text_share"": 0.015905873965093267, ""text_to_graphic_ratio"": 0.016162959969267282, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.010770472873900296, ""text_height_std_frac"": 0.0007462855442162214}, ""predicted_score"": 5.159382343292236, ""gain"": 1.077589511871338}",mean_text_height_frac,1.077589511871338,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00117,3.8260233402252197,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.024169921875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.006225436195650636, ""background_area_frac"": 0.3528939790875525, ""text_share"": 0.009620426938498426, ""text_to_graphic_ratio"": 0.009713878597838375, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.011685137049873099, ""text_height_std_frac"": 0.0025062312778470442}, ""predicted_score"": 5.101259231567383, ""gain"": 1.275235891342163}, {""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 4.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0037720203399658, ""background_area_frac"": 0.3553473949432373, ""text_share"": 0.0058512450122398365, ""text_to_graphic_ratio"": 0.005885683588983498}, ""predicted_score"": 4.540514945983887, ""gain"": 0.714491605758667}, {""feature"": ""text_area_frac"", ""current_value"": 0.0150880813598632, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.35795906914605036, ""text_share"": 0.0018072775136148975, ""text_to_graphic_ratio"": 0.0018105496793376472}, ""predicted_score"": 4.452116012573242, ""gain"": 0.6260926723480225}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.024169921875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.006225436195650636, ""background_area_frac"": 0.3528939790875525, ""text_share"": 0.009620426938498426, ""text_to_graphic_ratio"": 0.009713878597838375, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.011685137049873099, ""text_height_std_frac"": 0.0025062312778470442}, ""predicted_score"": 5.101259231567383, ""gain"": 1.275235891342163}",mean_text_height_frac,1.275235891342163,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00118,4.64150857925415,"[{""feature"": ""word_count"", ""current_value"": 24.0, ""suggested_value"": 2.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 2.0, ""char_count"": 12.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0051623093203807665, ""background_area_frac"": 0.08506913964965668, ""text_share"": 0.005642294455347179, ""text_to_graphic_ratio"": 0.005674310586507347}, ""predicted_score"": 5.538541793823242, ""gain"": 0.8970332145690918}, {""feature"": ""graphic_area_frac"", ""current_value"": 0.9097685510299626, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.7931698226697697, ""text_share"": 0.2995100262649869, ""text_to_graphic_ratio"": 0.4275721816088234}, ""predicted_score"": 5.131303310394287, ""gain"": 0.4897947311401367}, {""feature"": ""text_area_frac"", ""current_value"": 0.0619477118445692, ""suggested_value"": 0.00529463026258678, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.08493681870745062, ""text_share"": 0.005786081628929692, ""text_to_graphic_ratio"": 0.005819755207621379}, ""predicted_score"": 4.994343280792236, ""gain"": 0.35283470153808594}]","{""feature"": ""word_count"", ""current_value"": 24.0, ""suggested_value"": 2.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 2.0, ""char_count"": 12.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0051623093203807665, ""background_area_frac"": 0.08506913964965668, ""text_share"": 0.005642294455347179, ""text_to_graphic_ratio"": 0.005674310586507347}, ""predicted_score"": 5.538541793823242, ""gain"": 0.8970332145690918}",word_count,0.8970332145690918,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing the amount of text as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00119,4.575166702270508,"[{""feature"": ""word_count"", ""current_value"": 20.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 6.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0051272579197877656, ""background_area_frac"": 0.6716110477137953, ""text_share"": 0.015613369098114924, ""text_to_graphic_ratio"": 0.015861012947534763}, ""predicted_score"": 5.661534309387207, ""gain"": 1.0863676071166992}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.02353515625, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.04345193188780238, ""background_area_frac"": 0.6332863737457806, ""text_share"": 0.11849009356876175, ""text_to_graphic_ratio"": 0.13441720019740303, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.0504840053256429, ""text_height_std_frac"": 0.010526313915411796}, ""predicted_score"": 5.112874507904053, ""gain"": 0.5377078056335449}, {""feature"": ""text_area_frac"", ""current_value"": 0.1025451583957553, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.6755779594964302, ""text_share"": 0.003576656306555574, ""text_to_graphic_ratio"": 0.0035894946953952066}, ""predicted_score"": 5.087866306304932, ""gain"": 0.5126996040344238}]","{""feature"": ""word_count"", ""current_value"": 20.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 6.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.0051272579197877656, ""background_area_frac"": 0.6716110477137953, ""text_share"": 0.015613369098114924, ""text_to_graphic_ratio"": 0.015861012947534763}, ""predicted_score"": 5.661534309387207, ""gain"": 1.0863676071166992}",word_count,1.0863676071166992,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing the amount of text as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00120,5.371064186096191,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.5080831309567448, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.842548230078855, ""text_share"": 0.07982955315001389, ""text_to_graphic_ratio"": 0.08675518043781336}, ""predicted_score"": 6.148233890533447, ""gain"": 0.7771697044372559}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.025146484375, ""suggested_value"": 0.0123654277510124, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.006180777541689846, ""background_area_frac"": 0.48573609150156527, ""text_share"": 0.012018688147369103, ""text_to_graphic_ratio"": 0.012164894217312719, ""mean_text_height_frac"": 0.0123654277510124, ""max_text_height_frac"": 0.030733490332613342, ""text_height_std_frac"": 0.010621102168152423}, ""predicted_score"": 5.519726276397705, ""gain"": 0.14866209030151367}, {""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 2.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 2.0, ""char_count"": 10.0, ""text_block_count"": 2.0, ""text_area_frac"": 0.0062846522177419, ""background_area_frac"": 0.4856322168255133, ""text_share"": 0.012218207328140504, ""text_to_graphic_ratio"": 0.012369338470079885}, ""predicted_score"": 5.515566349029541, ""gain"": 0.1445021629333496}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.5080831309567448, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.842548230078855, ""text_share"": 0.07982955315001389, ""text_to_graphic_ratio"": 0.08675518043781336}, ""predicted_score"": 6.148233890533447, ""gain"": 0.7771697044372559}",graphic_area_frac,0.7771697044372559,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00121,3.6631228923797607,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.0787760416666666, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.003674794524342506, ""background_area_frac"": 0.45416517129597, ""text_share"": 0.006732429539294025, ""text_to_graphic_ratio"": 0.006778062366590033, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.012733685789849966, ""text_height_std_frac"": 0.002132558414744604}, ""predicted_score"": 5.328085422515869, ""gain"": 1.6649625301361084}, {""feature"": ""text_area_frac"", ""current_value"": 0.0290279388427734, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.45667961968315973, ""text_share"": 0.002135657301270492, ""text_to_graphic_ratio"": 0.002140228095028023}, ""predicted_score"": 4.342076301574707, ""gain"": 0.6789534091949463}, {""feature"": ""word_count"", ""current_value"": 3.0, ""suggested_value"": 31.0, ""direction"": ""increase"", ""coupled_feature_updates"": {""word_count"": 31.0, ""char_count"": 83.0, ""text_block_count"": 21.0, ""text_area_frac"": 0.2999553680419918, ""background_area_frac"": 0.15788459777832076, ""text_share"": 0.356192710940384, ""text_to_graphic_ratio"": 0.5532598294447095}, ""predicted_score"": 4.137048244476318, ""gain"": 0.4739253520965576}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.0787760416666666, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.003674794524342506, ""background_area_frac"": 0.45416517129597, ""text_share"": 0.006732429539294025, ""text_to_graphic_ratio"": 0.006778062366590033, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.012733685789849966, ""text_height_std_frac"": 0.002132558414744604}, ""predicted_score"": 5.328085422515869, ""gain"": 1.6649625301361084}",mean_text_height_frac,1.6649625301361084,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00122,4.7831902503967285,"[{""feature"": ""mean_text_height_frac"", ""current_value"": 0.021484375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0032970690780201374, ""background_area_frac"": 0.5565393185562573, ""text_share"": 0.007434862245929243, ""text_to_graphic_ratio"": 0.007490553479192807, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.00997266006842618}, ""predicted_score"": 5.3921427726745605, ""gain"": 0.608952522277832}, {""feature"": ""text_area_frac"", ""current_value"": 0.0071029663085937, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.5586760414971246, ""text_share"": 0.002629238940684342, ""text_to_graphic_ratio"": 0.0026361700616647373}, ""predicted_score"": 5.060674667358398, ""gain"": 0.2774844169616699}, {""feature"": ""word_count"", ""current_value"": 3.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 5.0, ""text_area_frac"": 0.0023676554361978996, ""background_area_frac"": 0.5574687321980796, ""text_share"": 0.00535025569596062, ""text_to_graphic_ratio"": 0.005379034908116542}, ""predicted_score"": 4.968873023986816, ""gain"": 0.1856827735900879}]","{""feature"": ""mean_text_height_frac"", ""current_value"": 0.021484375, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0032970690780201374, ""background_area_frac"": 0.5565393185562573, ""text_share"": 0.007434862245929243, ""text_to_graphic_ratio"": 0.007490553479192807, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.00997266006842618}, ""predicted_score"": 5.3921427726745605, ""gain"": 0.608952522277832}",mean_text_height_frac,0.608952522277832,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text size as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00123,4.851882457733154,"[{""feature"": ""graphic_area_frac"", ""current_value"": 0.8851131863064237, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8536187823442, ""text_share"": 0.01023869178122946, ""text_to_graphic_ratio"": 0.010344607024147651}, ""predicted_score"": 5.225899696350098, ""gain"": 0.37401723861694336}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.0107421875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0013913875474255398, ""background_area_frac"": 0.11349542614615082, ""text_share"": 0.00156952100244316, ""text_to_graphic_ratio"": 0.0015719882710501676, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.00997266006842618}, ""predicted_score"": 4.856144905090332, ""gain"": 0.004262447357177734}, {""feature"": ""text_area_frac"", ""current_value"": 0.0014987521701388, ""suggested_value"": 0.00529463026258678, ""direction"": ""increase"", ""coupled_feature_updates"": {""text_area_frac"": 0.00529463026258678, ""background_area_frac"": 0.10959218343098953, ""text_share"": 0.005946298049121432, ""text_to_graphic_ratio"": 0.005981868019254426}, ""predicted_score"": 4.846033096313477, ""gain"": -0.005849361419677734}]","{""feature"": ""graphic_area_frac"", ""current_value"": 0.8851131863064237, ""suggested_value"": 0.14488246548566117, ""direction"": ""decrease"", ""coupled_feature_updates"": {""graphic_area_frac"": 0.14488246548566117, ""background_area_frac"": 0.8536187823442, ""text_share"": 0.01023869178122946, ""text_to_graphic_ratio"": 0.010344607024147651}, ""predicted_score"": 5.225899696350098, ""gain"": 0.37401723861694336}",graphic_area_frac,0.37401723861694336,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing graphic coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00124,3.4464402198791504,"[{""feature"": ""text_area_frac"", ""current_value"": 0.0520381927490234, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.688167847527398, ""text_share"": 0.0037210599611105536, ""text_to_graphic_ratio"": 0.003734957963645506}, ""predicted_score"": 4.381713390350342, ""gain"": 0.9352731704711914}, {""feature"": ""word_count"", ""current_value"": 12.0, ""suggested_value"": 1.0, ""direction"": ""decrease"", ""coupled_feature_updates"": {""word_count"": 1.0, ""char_count"": 5.0, ""text_block_count"": 1.0, ""text_area_frac"": 0.004336516062418617, ""background_area_frac"": 0.6849916776021322, ""text_share"": 0.013766353947123425, ""text_to_graphic_ratio"": 0.01395851176059486}, ""predicted_score"": 4.346303939819336, ""gain"": 0.8998637199401855}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.0259602864583333, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.019990503868059728, ""background_area_frac"": 0.6693376897964911, ""text_share"": 0.060455949321095596, ""text_to_graphic_ratio"": 0.06434605091417564, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.015381030575754502, ""text_height_std_frac"": 0.004256606314399686}, ""predicted_score"": 4.2145795822143555, ""gain"": 0.7681393623352051}]","{""feature"": ""text_area_frac"", ""current_value"": 0.0520381927490234, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.688167847527398, ""text_share"": 0.0037210599611105536, ""text_to_graphic_ratio"": 0.003734957963645506}, ""predicted_score"": 4.381713390350342, ""gain"": 0.9352731704711914}",text_area_frac,0.9352731704711914,decrease,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests decreasing text coverage as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
overall_rating-00125,3.6100521087646484,"[{""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 31.0, ""direction"": ""increase"", ""coupled_feature_updates"": {""word_count"": 31.0, ""char_count"": 240.0, ""text_block_count"": 31.0, ""text_area_frac"": 0.6312558650970459, ""background_area_frac"": 0.06176495552062988, ""text_share"": 0.6728120728503932, ""text_to_graphic_ratio"": 2.0563474902995114}, ""predicted_score"": 4.464612007141113, ""gain"": 0.8545598983764648}, {""feature"": ""mean_text_height_frac"", ""current_value"": 0.057373046875, ""suggested_value"": 0.00997266006842618, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.014158160302264156, ""background_area_frac"": 0.6788626603154116, ""text_share"": 0.04408755554919239, ""text_to_graphic_ratio"": 0.04612091390286445, ""mean_text_height_frac"": 0.00997266006842618, ""max_text_height_frac"": 0.01782347756910211, ""text_height_std_frac"": 0.005725516071266099}, ""predicted_score"": 4.3091301918029785, ""gain"": 0.6990780830383301}, {""feature"": ""text_area_frac"", ""current_value"": 0.0814523696899414, ""suggested_value"": 0.0011603461371527204, ""direction"": ""decrease"", ""coupled_feature_updates"": {""text_area_frac"": 0.0011603461371527204, ""background_area_frac"": 0.691860474480523, ""text_share"": 0.003765651729347448, ""text_to_graphic_ratio"": 0.003779885461572554}, ""predicted_score"": 4.234320163726807, ""gain"": 0.6242680549621582}]","{""feature"": ""word_count"", ""current_value"": 4.0, ""suggested_value"": 31.0, ""direction"": ""increase"", ""coupled_feature_updates"": {""word_count"": 31.0, ""char_count"": 240.0, ""text_block_count"": 31.0, ""text_area_frac"": 0.6312558650970459, ""background_area_frac"": 0.06176495552062988, ""text_share"": 0.6728120728503932, ""text_to_graphic_ratio"": 2.0563474902995114}, ""predicted_score"": 4.464612007141113, ""gain"": 0.8545598983764648}",word_count,0.8545598983764648,increase,"['text_area_frac', 'graphic_area_frac', 'word_count', 'mean_text_height_frac']",The model suggests increasing the amount of text as the most promising change for this poster.,Largest estimated gain among tested feature-group changes; not a causal diagnosis.
